1693828618912161929, 1693828618,911835800,imu_link,2859311.455411109,2180951.6489885347,5232749.853695522
1693828618912622719, 1693828618,912063431,imu_link,2859311.455378555,2180951.649094431,5232749.85385912
1693828618929601692, 1693828618,929529309,imu_link,2859311.4553299644,2180951.6491119517,5232749.854027026
1693828618944410945, 1693828618,944358822,imu_link,2859311.455290466,2180951.6491531976,5232749.854186902
1693828618944734138, 1693828618,944601243,imu_link,2859311.4645154243,2180951.6497403607,5232749.8633148065
1693828618962006775, 1693828618,961812544,imu_link,2859311.4644968496,2180951.649840905,5232749.863469621
1693828618976895709, 1693828618,976811680,imu_link,2859311.464452478,2180951.649867243,5232749.863632994
1693828618977188538, 1693828618,977101399,imu_link,2859311.464420543,2180951.64997517,5232749.863794186
1693828618992009046, 1693828618,991844791,imu_link,2859311.464365887,2180951.650003598,5232749.863964653
1693828618992308935, 1693828618,992200533,imu_link,2859311.46433102,2180951.6501063895,5232749.864129748
1693828619009823713, 1693828619,9590406,imu_link,2859311.4642829103,2180951.65012449,5232749.864297465
1693828619024596456, 1693828619,24373417,imu_link,2859311.464248661,2180951.6502279746,5232749.864462583
1693828619024888840, 1693828619,24627041,imu_link,2859311.4642019668,2180951.650255784,5232749.864628321
1693828619041956645, 1693828619,41910829,imu_link,2859311.4641392403,2180951.650293302,5232749.864802349
1693828619056901391, 1693828619,56818322,imu_link,2859311.464711565,2180951.649803633,5232749.863473852
1693828619057074133, 1693828619,57032993,imu_link,2859311.4646822875,2180951.6499069715,5232749.863634044
1693828619071950190, 1693828619,71836351,imu_link,2859311.4646340134,2180951.6499278806,5232749.863801552
1693828619072161789, 1693828619,72100519,imu_link,2859311.4646045263,2180951.6500313976,5232749.863962849
1693828619089458461, 1693828619,89411410,imu_link,2859311.4645523825,2180951.6500562313,5232749.864133094
1693828619104527828, 1693828619,104331399,imu_link,2859311.464521674,2180951.6501600496,5232749.864296712
1693828619104813805, 1693828619,104702399,imu_link,2859311.4644643893,2180951.6501875855,5232749.864470416
1693828619119406967, 1693828619,119305754,imu_link,2859311.4644325944,2180951.650294061,5232749.864635335
1693828619136859380, 1693828619,136801367,imu_link,2859311.4643839286,2180951.6503232988,5232749.864804063
1693828619137222680, 1693828619,137103390,imu_link,2859311.464331416,2180951.650354735,5232749.86497519
1693828619151921486, 1693828619,151786792,imu_link,2859311.4647911983,2180951.6498574927,5232749.863502593
1693828619166882649, 1693828619,166751970,imu_link,2859311.4647688903,2180951.6499707634,5232749.863661397
1693828619167092909, 1693828619,167034225,imu_link,2859311.4647167507,2180951.6499921153,5232749.863835899
1693828619185240752, 1693828619,184742856,imu_link,2859311.4646808277,2180951.6500966707,5232749.864005038
1693828619186026969, 1693828619,185863664,imu_link,2859311.464637072,2180951.650113333,5232749.864175546
1693828619199764546, 1693828619,199575525,imu_link,2859311.46460809,2180951.650212148,5232749.8643429885
1693828619215150197, 1693828619,214719687,imu_link,2859311.464552186,2180951.6502356604,5232749.864520664
1693828619215714347, 1693828619,215262737,imu_link,2859311.464518358,2180951.65032095,5232749.86469226
1693828619233097072, 1693828619,232139126,imu_link,2859311.464469834,2180951.6503404854,5232749.864865571
1693828619247301275, 1693828619,247135094,imu_link,2859311.4644083222,2180951.650360955,5232749.865047538
1693828619247847321, 1693828619,247650381,imu_link,2859311.464814491,2180951.6498602917,5232749.863496919
1693828619262035861, 1693828619,261948093,imu_link,2859311.4647818496,2180951.6499589803,5232749.863664384
1693828619262840021, 1693828619,262401392,imu_link,2859311.4647330767,2180951.6499701943,5232749.863840041
1693828619279729559, 1693828619,279589531,imu_link,2859311.464709701,2180951.650060257,5232749.864004661
1693828619294583416, 1693828619,294464643,imu_link,2859311.4646746637,2180951.6500856187,5232749.864171538
1693828619295152865, 1693828619,294955632,imu_link,2859311.464640811,2180951.6501879347,5232749.864342934
1693828619312250912, 1693828619,312125097,imu_link,2859311.4645915586,2180951.6502140523,5232749.864518147
1693828619324536458, 1693828619,324450538,imu_link,2859311.4645596426,2180951.6503150957,5232749.864689667
1693828619324985377, 1693828619,324904903,imu_link,2859311.4645064054,2180951.6503331386,5232749.864870067
1693828619342091349, 1693828619,342003395,imu_link,2859311.4644593988,2180951.6503601233,5232749.86504624
1693828619357053772, 1693828619,356916307,imu_link,2859311.4648334496,2180951.649928156,5232749.863450511
1693828619357838912, 1693828619,357721637,imu_link,2859311.46480756,2180951.650013854,5232749.863619032
1693828619372075043, 1693828619,371977663,imu_link,2859311.4647585033,2180951.650033165,5232749.8637961615
1693828619372478172, 1693828619,372403172,imu_link,2859311.4647311913,2180951.650115141,5232749.863968799
1693828619389530949, 1693828619,389457133,imu_link,2859311.4646798926,2180951.650138945,5232749.864148128
1693828619405028489, 1693828619,404763873,imu_link,2859311.4646447673,2180951.650237624,5232749.864323148
1693828619405489694, 1693828619,405397600,imu_link,2859311.464601005,2180951.650254076,5232749.8644968895
1693828619422541152, 1693828619,422133097,imu_link,2859311.4645688194,2180951.650351932,5232749.864668997
1693828619438116350, 1693828619,437000346,imu_link,2859311.4645248656,2180951.6503678556,5232749.8648417285
1693828619439353631, 1693828619,438828713,imu_link,2859311.4644819493,2180951.65038359,5232749.865013475
1693828619453393741, 1693828619,452041021,imu_link,2859311.4648843296,2180951.6499504023,5232749.863414308
1693828619453481343, 1693828619,453087265,imu_link,2859311.4648574046,2180951.6500429786,5232749.86357925
1693828619469894888, 1693828619,469780372,imu_link,2859311.4648079877,2180951.6500588316,5232749.8637531
1693828619485360875, 1693828619,484713599,imu_link,2859311.464767463,2180951.6501446255,5232749.8639257215
1693828619485614059, 1693828619,485368095,imu_link,2859311.4647293095,2180951.650169068,5232749.864090521
1693828619502083589, 1693828619,501970892,imu_link,2859311.4646974183,2180951.6502653444,5232749.864257581
1693828619517121016, 1693828619,516982399,imu_link,2859311.4646366546,2180951.6502813916,5232749.864436679
1693828619517682487, 1693828619,517511465,imu_link,2859311.464609901,2180951.6503667594,5232749.864602192
1693828619532129259, 1693828619,532051408,imu_link,2859311.464550986,2180951.650378414,5232749.864780785
1693828619546987725, 1693828619,546786394,imu_link,2859311.4644927476,2180951.650408121,5232749.864956522
1693828619547215243, 1693828619,547149765,imu_link,2859311.464914899,2180951.6499765543,5232749.86339906
1693828619564526309, 1693828619,564438535,imu_link,2859311.464895181,2180951.650078126,5232749.863557203
1693828619565100400, 1693828619,565038626,imu_link,2859311.4648380256,2180951.6500986414,5232749.863733224
1693828619579717848, 1693828619,579598511,imu_link,2859311.464807271,2180951.6501928773,5232749.863898522
1693828619594887614, 1693828619,594667936,imu_link,2859311.4647530233,2180951.650207626,5232749.864073107
1693828619595995048, 1693828619,595370540,imu_link,2859311.464726588,2180951.6502989247,5232749.864236641
1693828619612282819, 1693828619,612177550,imu_link,2859311.464663067,2180951.650318743,5232749.8644169215
1693828619628846573, 1693828619,627200304,imu_link,2859311.4646296743,2180951.6504133707,5232749.864586046
1693828619628989074, 1693828619,627962865,imu_link,2859311.464573281,2180951.6504241545,5232749.864763378
1693828619642944118, 1693828619,642339399,imu_link,2859311.4645181024,2180951.650445987,5232749.864939801
1693828619643907997, 1693828619,643799554,imu_link,2859311.464937598,2180951.6499931435,5232749.8633442605
1693828619660539081, 1693828619,659970747,imu_link,2859311.4649127144,2180951.6500919084,5232749.86350506
1693828619676234918, 1693828619,674800908,imu_link,2859311.4648647364,2180951.6501131165,5232749.863677731
1693828619676372952, 1693828619,675516467,imu_link,2859311.4648340824,2180951.6502046646,5232749.863845726
1693828619694518312, 1693828619,693404754,imu_link,2859311.4647883126,2180951.6502194554,5232749.864018776
1693828619706995912, 1693828619,706897978,imu_link,2859311.464746601,2180951.650319354,5232749.86419426
1693828619707459585, 1693828619,707391960,imu_link,2859311.464705244,2180951.6503360122,5232749.864365569
1693828619721957738, 1693828619,721851216,imu_link,2859311.4646773664,2180951.6504518734,5232749.864533067
