1693828618929437442, 1693828618,929326487,imu_link,0,2,55.681140183000004,37.33471756,197.51620000000003,0.4696360798045731,0.0,0.0,0.0,0.4696360798045731,0.0,0.0,0.0,1.302337317671359,2
1693828619119479206, 1693828619,119405838,imu_link,0,2,55.681140201999995,37.334717577999996,197.511,0.47004733633102447,0.0,0.0,0.0,0.47004733633102447,0.0,0.0,0.0,1.303707072744146,2
1693828619325294247, 1693828619,325134142,imu_link,0,2,55.681140162999995,37.334717551999994,197.4898,0.47004733633102447,0.0,0.0,0.0,0.47004733633102447,0.0,0.0,0.0,1.3041639085159318,2
1693828619531999161, 1693828619,531774349,imu_link,0,2,55.681140221,37.334717574,197.504,0.47004733633102447,0.0,0.0,0.0,0.47004733633102447,0.0,0.0,0.0,1.3050778201391608,2
1693828619722106648, 1693828619,721993647,imu_link,0,2,55.68114022,37.334717616,197.4988,0.47018448908449173,0.0,0.0,0.0,0.47018448908449173,0.0,0.0,0.0,1.3059917794038398,2
1693828619927042241, 1693828619,926779916,imu_link,0,2,55.68114021799999,37.334717618,197.4942,0.470321580090868,0.0,0.0,0.0,0.470321580090868,0.0,0.0,0.0,1.3069060585839907,2
1693828620119490585, 1693828620,119329818,imu_link,0,2,55.681140157,37.33471765,197.48510000000002,0.4705959856071473,0.0,0.0,0.0,0.4705959856071473,0.0,0.0,0.0,1.3078209303350832,2
1693828620324891402, 1693828620,324606691,imu_link,0,2,55.68114010199999,37.334717687,197.4749,0.4708703893485655,0.0,0.0,0.0,0.4708703893485655,0.0,0.0,0.0,1.3089646973986078,2
1693828620517952380, 1693828620,517075406,imu_link,0,2,55.68114013899999,37.334717760000004,197.48510000000002,0.47141951861709686,0.0,0.0,0.0,0.47141951861709686,0.0,0.0,0.0,1.3114830723275759,2
1693828620721832986, 1693828620,721574101,imu_link,0,2,55.681140111,37.334717843,197.4809,0.4722438535005189,0.0,0.0,0.0,0.4722438535005189,0.0,0.0,0.0,1.3133160633888252,2
1693828620929651935, 1693828620,928772343,imu_link,0,2,55.681140135999996,37.3347179,197.4888,0.47293125366636346,0.0,0.0,0.0,0.47293125366636346,0.0,0.0,0.0,1.3156088971767446,2
1693828621119768626, 1693828621,119481037,imu_link,0,2,55.68114019299999,37.334717973000004,197.5015,0.47389451942772,0.0,0.0,0.0,0.47389451942772,0.0,0.0,0.0,1.318363046840446,2
1693828621325482557, 1693828621,325238797,imu_link,0,2,55.681140223999996,37.334718052,197.5046,0.4748587651805316,0.0,0.0,0.0,0.4748587651805316,0.0,0.0,0.0,1.3213502785024644,2
1693828621514768940, 1693828621,514471960,imu_link,0,2,55.68114025,37.334718097,197.49710000000002,0.47541021449184484,0.0,0.0,0.0,0.47541021449184484,0.0,0.0,0.0,1.3231901496774299,2
1693828621721555689, 1693828621,721502379,imu_link,0,2,55.68114022899999,37.334718095,197.478,0.4759619838139919,0.0,0.0,0.0,0.4759619838139919,0.0,0.0,0.0,1.325031026452109,2
1693828621912093288, 1693828621,911874550,imu_link,0,2,55.681140262,37.334718075999994,197.4815,0.4765140731469728,0.0,0.0,0.0,0.4765140731469728,0.0,0.0,0.0,1.3264129356912235,2
1693828622119542782, 1693828622,118948276,imu_link,0,2,55.681140273,37.334718089999996,197.4835,0.4766521660574341,0.0,0.0,0.0,0.4766521660574341,0.0,0.0,0.0,1.3275648022004702,2
1693828622326959508, 1693828622,325748465,imu_link,0,2,55.681140221,37.334718106,197.4712,0.4769283295723348,0.0,0.0,0.0,0.4769283295723348,0.0,0.0,0.0,1.3289477568856825,2
1693828622514478752, 1693828622,514302463,imu_link,0,2,55.681140275999994,37.334718089999996,197.48260000000002,0.47748097891235375,0.0,0.0,0.0,0.47748097891235375,0.0,0.0,0.0,1.3307929080725103,2
1693828622723432669, 1693828622,721432584,imu_link,0,2,55.68114027899999,37.334718124,197.4762,0.47872554810632906,0.0,0.0,0.0,0.47872554810632906,0.0,0.0,0.0,1.3342559822399522,2
1693828622926541081, 1693828622,926334609,imu_link,0,2,55.68114030599999,37.33471815199999,197.4859,0.4795562433958054,0.0,0.0,0.0,0.4795562433958054,0.0,0.0,0.0,1.3361048135275269,2
1693828623115066962, 1693828623,114786650,imu_link,0,2,55.681140313,37.334718187,197.4835,0.4806649021657563,0.0,0.0,0.0,0.4806649021657563,0.0,0.0,0.0,1.339574787815323,2
1693828623321764150, 1693828623,321646843,imu_link,0,2,55.681140308,37.334718220999996,197.48870000000002,0.4819136112674336,0.0,0.0,0.0,0.4819136112674336,0.0,0.0,0.0,1.343049262166062,2
1693828623525028480, 1693828623,524549746,imu_link,0,2,55.681140299999996,37.334718177,197.4994,0.4834420663940051,0.0,0.0,0.0,0.4834420663940051,0.0,0.0,0.0,1.3465279599188307,2
1693828623714555333, 1693828623,714155011,imu_link,0,2,55.681140361,37.334718168,197.5078,0.4849729415369417,0.0,0.0,0.0,0.4849729415369417,0.0,0.0,0.0,1.3500114340378246,2
