1693828619233116629, 1693828619,232471157,,1693828621,0,UTC time from device converted to Epoch
1693828620232618169, 1693828620,232371981,,1693828622,0,UTC time from device converted to Epoch
1693828621232311901, 1693828621,232191650,,1693828623,0,UTC time from device converted to Epoch
1693828622232399264, 1693828622,232304058,,1693828624,0,UTC time from device converted to Epoch
1693828623241492579, 1693828623,241349579,,1693828625,0,UTC time from device converted to Epoch
1693828624239142216, 1693828624,239009344,,1693828626,0,UTC time from device converted to Epoch
1693828625239681600, 1693828625,239402388,,1693828627,0,UTC time from device converted to Epoch
1693828626238682129, 1693828626,238559224,,1693828628,0,UTC time from device converted to Epoch
1693828627240350017, 1693828627,239658897,,1693828629,0,UTC time from device converted to Epoch
1693828628239224937, 1693828628,239116730,,1693828630,0,UTC time from device converted to Epoch
1693828629236890438, 1693828629,236810957,,1693828631,0,UTC time from device converted to Epoch
1693828630237084227, 1693828630,237029279,,1693828632,0,UTC time from device converted to Epoch
1693828631236946681, 1693828631,236823734,,1693828633,0,UTC time from device converted to Epoch
1693828632239783460, 1693828632,237878327,,1693828634,0,UTC time from device converted to Epoch
1693828633236868750, 1693828633,236824350,,1693828635,0,UTC time from device converted to Epoch
1693828634232518361, 1693828634,231918246,,1693828636,0,UTC time from device converted to Epoch
1693828635229797537, 1693828635,229502275,,1693828637,0,UTC time from device converted to Epoch
1693828636239423778, 1693828636,239233511,,1693828638,0,UTC time from device converted to Epoch
1693828637237870478, 1693828637,237807182,,1693828639,0,UTC time from device converted to Epoch
1693828638236092054, 1693828638,235985714,,1693828640,0,UTC time from device converted to Epoch
1693828639236925805, 1693828639,236597549,,1693828641,0,UTC time from device converted to Epoch
1693828640239166798, 1693828640,237576634,,1693828642,0,UTC time from device converted to Epoch
1693828641237641469, 1693828641,236718271,,1693828643,0,UTC time from device converted to Epoch
1693828642234829884, 1693828642,234786227,,1693828644,0,UTC time from device converted to Epoch
1693828643231599034, 1693828643,231128480,,1693828645,0,UTC time from device converted to Epoch
1693828644231038800, 1693828644,230986717,,1693828646,0,UTC time from device converted to Epoch
1693828645239831298, 1693828645,239649443,,1693828647,0,UTC time from device converted to Epoch
1693828646237317967, 1693828646,237213685,,1693828648,0,UTC time from device converted to Epoch
1693828647237321659, 1693828647,237193591,,1693828649,0,UTC time from device converted to Epoch
1693828648234933223, 1693828648,234849868,,1693828650,0,UTC time from device converted to Epoch
1693828649232433554, 1693828649,232387169,,1693828651,0,UTC time from device converted to Epoch
1693828650233078370, 1693828650,232889970,,1693828652,0,UTC time from device converted to Epoch
1693828651243768588, 1693828651,243644681,,1693828653,0,UTC time from device converted to Epoch
1693828652231644730, 1693828652,231528144,,1693828654,0,UTC time from device converted to Epoch
1693828653238244194, 1693828653,238202150,,1693828655,0,UTC time from device converted to Epoch
1693828654231038140, 1693828654,230942394,,1693828656,0,UTC time from device converted to Epoch
1693828655239242136, 1693828655,239127388,,1693828657,0,UTC time from device converted to Epoch
1693828656238809387, 1693828656,238749912,,1693828658,0,UTC time from device converted to Epoch
1693828657232500117, 1693828657,231692916,,1693828659,0,UTC time from device converted to Epoch
1693828658240059788, 1693828658,239985168,,1693828660,0,UTC time from device converted to Epoch
1693828659233063885, 1693828659,232827432,,1693828661,0,UTC time from device converted to Epoch
1693828660235553924, 1693828660,235500396,,1693828662,0,UTC time from device converted to Epoch
1693828661230799002, 1693828661,230693902,,1693828663,0,UTC time from device converted to Epoch
1693828662238297726, 1693828662,238094884,,1693828664,0,UTC time from device converted to Epoch
1693828663235790323, 1693828663,235634331,,1693828665,0,UTC time from device converted to Epoch
1693828664235869829, 1693828664,235563180,,1693828666,0,UTC time from device converted to Epoch
1693828665237739848, 1693828665,236946511,,1693828667,0,UTC time from device converted to Epoch
1693828666232418893, 1693828666,231990227,,1693828668,0,UTC time from device converted to Epoch
1693828667232150392, 1693828667,232069652,,1693828669,0,UTC time from device converted to Epoch
1693828668239474968, 1693828668,239204401,,1693828670,0,UTC time from device converted to Epoch
1693828669244699837, 1693828669,244556118,,1693828671,0,UTC time from device converted to Epoch
1693828670230070500, 1693828670,230018022,,1693828672,0,UTC time from device converted to Epoch
1693828671230164126, 1693828671,229908907,,1693828673,0,UTC time from device converted to Epoch
1693828672230095485, 1693828672,229980540,,1693828674,0,UTC time from device converted to Epoch
1693828673230194402, 1693828673,230135048,,1693828675,0,UTC time from device converted to Epoch
1693828674230036085, 1693828674,229994099,,1693828676,0,UTC time from device converted to Epoch
1693828675230124569, 1693828675,229996470,,1693828677,0,UTC time from device converted to Epoch
1693828676230512235, 1693828676,230165061,,1693828678,0,UTC time from device converted to Epoch
1693828677230816832, 1693828677,230563810,,1693828679,0,UTC time from device converted to Epoch
1693828678230253314, 1693828678,229987661,,1693828680,0,UTC time from device converted to Epoch
1693828679230125823, 1693828679,229979173,,1693828681,0,UTC time from device converted to Epoch
1693828680230005789, 1693828680,229940620,,1693828682,0,UTC time from device converted to Epoch
1693828681230227288, 1693828681,229962214,,1693828683,0,UTC time from device converted to Epoch
1693828682231336700, 1693828682,231239343,,1693828684,0,UTC time from device converted to Epoch
1693828683230961456, 1693828683,230787301,,1693828685,0,UTC time from device converted to Epoch
1693828684228542004, 1693828684,228418835,,1693828686,0,UTC time from device converted to Epoch
1693828685228368862, 1693828685,228175017,,1693828687,0,UTC time from device converted to Epoch
1693828686241559752, 1693828686,240342076,,1693828688,0,UTC time from device converted to Epoch
1693828687236392017, 1693828687,235613492,,1693828689,0,UTC time from device converted to Epoch
1693828688231623302, 1693828688,230878760,,1693828690,0,UTC time from device converted to Epoch
1693828689228905974, 1693828689,228673261,,1693828691,0,UTC time from device converted to Epoch
1693828690230691994, 1693828690,230562978,,1693828692,0,UTC time from device converted to Epoch
1693828691230462649, 1693828691,230254713,,1693828693,0,UTC time from device converted to Epoch
1693828692230776451, 1693828692,230695591,,1693828694,0,UTC time from device converted to Epoch
1693828693230621955, 1693828693,230445954,,1693828695,0,UTC time from device converted to Epoch
1693828694230436514, 1693828694,230268562,,1693828696,0,UTC time from device converted to Epoch
1693828695233324183, 1693828695,232231575,,1693828697,0,UTC time from device converted to Epoch
1693828696231062408, 1693828696,230392833,,1693828698,0,UTC time from device converted to Epoch
1693828697230959858, 1693828697,230493598,,1693828699,0,UTC time from device converted to Epoch
1693828698231983478, 1693828698,230571155,,1693828700,0,UTC time from device converted to Epoch
1693828699230760386, 1693828699,230553367,,1693828701,0,UTC time from device converted to Epoch
1693828700228520766, 1693828700,228238736,,1693828702,0,UTC time from device converted to Epoch
1693828701229221970, 1693828701,228774382,,1693828703,0,UTC time from device converted to Epoch
1693828702228797212, 1693828702,228693707,,1693828704,0,UTC time from device converted to Epoch
1693828703228765528, 1693828703,228573496,,1693828705,0,UTC time from device converted to Epoch
1693828704228688490, 1693828704,228632227,,1693828706,0,UTC time from device converted to Epoch
1693828705227820591, 1693828705,227683122,,1693828707,0,UTC time from device converted to Epoch
1693828706228569422, 1693828706,228279481,,1693828708,0,UTC time from device converted to Epoch
1693828707227919435, 1693828707,227403669,,1693828709,0,UTC time from device converted to Epoch
1693828708230783800, 1693828708,230725896,,1693828710,0,UTC time from device converted to Epoch
1693828709227517196, 1693828709,227438119,,1693828711,0,UTC time from device converted to Epoch
1693828710227946372, 1693828710,227693528,,1693828712,0,UTC time from device converted to Epoch
1693828711228641009, 1693828711,228374100,,1693828713,0,UTC time from device converted to Epoch
1693828712228204963, 1693828712,228073621,,1693828714,0,UTC time from device converted to Epoch
1693828713242184914, 1693828713,239862349,,1693828715,0,UTC time from device converted to Epoch
1693828714235518322, 1693828714,235118925,,1693828716,0,UTC time from device converted to Epoch
1693828715235701480, 1693828715,235155974,,1693828717,0,UTC time from device converted to Epoch
1693828716230328169, 1693828716,230268545,,1693828718,0,UTC time from device converted to Epoch
1693828717227864380, 1693828717,227739649,,1693828719,0,UTC time from device converted to Epoch
1693828718227842095, 1693828718,227730433,,1693828720,0,UTC time from device converted to Epoch
1693828719228261232, 1693828719,227953891,,1693828721,0,UTC time from device converted to Epoch
1693828720228076937, 1693828720,227831743,,1693828722,0,UTC time from device converted to Epoch
1693828721229834816, 1693828721,227866723,,1693828723,0,UTC time from device converted to Epoch
1693828722245914048, 1693828722,245197110,,1693828724,0,UTC time from device converted to Epoch
1693828723240810683, 1693828723,238424257,,1693828725,0,UTC time from device converted to Epoch
1693828724239091820, 1693828724,239028641,,1693828726,0,UTC time from device converted to Epoch
1693828725234471436, 1693828725,233809912,,1693828727,0,UTC time from device converted to Epoch
1693828726228774177, 1693828726,228687711,,1693828728,0,UTC time from device converted to Epoch
1693828727229161374, 1693828727,229038353,,1693828729,0,UTC time from device converted to Epoch
1693828728238672155, 1693828728,238580724,,1693828730,0,UTC time from device converted to Epoch
1693828729231636582, 1693828729,231491543,,1693828731,0,UTC time from device converted to Epoch
1693828730229917158, 1693828730,229149935,,1693828732,0,UTC time from device converted to Epoch
1693828731230152216, 1693828731,229547238,,1693828733,0,UTC time from device converted to Epoch
1693828732230286710, 1693828732,229705452,,1693828734,0,UTC time from device converted to Epoch
1693828733230121214, 1693828733,229535910,,1693828735,0,UTC time from device converted to Epoch
1693828734237102413, 1693828734,236774105,,1693828736,0,UTC time from device converted to Epoch
1693828735237922222, 1693828735,237227020,,1693828737,0,UTC time from device converted to Epoch
1693828736230555824, 1693828736,229998168,,1693828738,0,UTC time from device converted to Epoch
1693828737234908867, 1693828737,234782921,,1693828739,0,UTC time from device converted to Epoch
1693828738237314492, 1693828738,237246947,,1693828740,0,UTC time from device converted to Epoch
1693828739237839569, 1693828739,237403342,,1693828741,0,UTC time from device converted to Epoch
1693828740237465289, 1693828740,237346850,,1693828742,0,UTC time from device converted to Epoch
1693828741228917439, 1693828741,228544702,,1693828743,0,UTC time from device converted to Epoch
1693828742236939778, 1693828742,236836279,,1693828744,0,UTC time from device converted to Epoch
1693828743236881200, 1693828743,236804684,,1693828745,0,UTC time from device converted to Epoch
1693828744230013799, 1693828744,229637620,,1693828746,0,UTC time from device converted to Epoch
1693828745236901869, 1693828745,236793207,,1693828747,0,UTC time from device converted to Epoch
1693828746234387930, 1693828746,234287549,,1693828748,0,UTC time from device converted to Epoch
1693828747236931804, 1693828747,236847461,,1693828749,0,UTC time from device converted to Epoch
1693828748238192821, 1693828748,237139084,,1693828750,0,UTC time from device converted to Epoch
1693828749237104805, 1693828749,236792024,,1693828751,0,UTC time from device converted to Epoch
1693828750227127725, 1693828750,227086237,,1693828752,0,UTC time from device converted to Epoch
1693828751227512584, 1693828751,227166171,,1693828753,0,UTC time from device converted to Epoch
1693828752227197236, 1693828752,227094260,,1693828754,0,UTC time from device converted to Epoch
1693828753227117879, 1693828753,227058688,,1693828755,0,UTC time from device converted to Epoch
1693828754228062199, 1693828754,227896741,,1693828756,0,UTC time from device converted to Epoch
1693828755228589314, 1693828755,228494586,,1693828757,0,UTC time from device converted to Epoch
1693828756227621246, 1693828756,227531575,,1693828758,0,UTC time from device converted to Epoch
1693828757237804559, 1693828757,237166300,,1693828759,0,UTC time from device converted to Epoch
1693828758237347897, 1693828758,237224994,,1693828760,0,UTC time from device converted to Epoch
1693828759230643555, 1693828759,230403933,,1693828761,0,UTC time from device converted to Epoch
1693828760230035065, 1693828760,229989902,,1693828762,0,UTC time from device converted to Epoch
1693828761227705359, 1693828761,227596591,,1693828763,0,UTC time from device converted to Epoch
1693828762228553804, 1693828762,228492220,,1693828764,0,UTC time from device converted to Epoch
1693828763228882327, 1693828763,228583470,,1693828765,0,UTC time from device converted to Epoch
1693828764226411624, 1693828764,226290232,,1693828766,0,UTC time from device converted to Epoch
1693828765226686777, 1693828765,226376595,,1693828767,0,UTC time from device converted to Epoch
1693828766238866198, 1693828766,238552638,,1693828768,0,UTC time from device converted to Epoch
1693828767239128492, 1693828767,238419932,,1693828769,0,UTC time from device converted to Epoch
1693828768236865503, 1693828768,236009191,,1693828770,0,UTC time from device converted to Epoch
1693828769233864031, 1693828769,233410105,,1693828771,0,UTC time from device converted to Epoch
1693828770229392936, 1693828770,229200288,,1693828772,0,UTC time from device converted to Epoch
1693828771228610105, 1693828771,228416750,,1693828773,0,UTC time from device converted to Epoch
1693828772227757530, 1693828772,227696225,,1693828774,0,UTC time from device converted to Epoch
1693828773228212916, 1693828773,227713256,,1693828775,0,UTC time from device converted to Epoch
1693828774228259297, 1693828774,227947722,,1693828776,0,UTC time from device converted to Epoch
1693828775228734460, 1693828775,228128822,,1693828777,0,UTC time from device converted to Epoch
1693828776228446065, 1693828776,227435838,,1693828778,0,UTC time from device converted to Epoch
1693828777227611298, 1693828777,227419149,,1693828779,0,UTC time from device converted to Epoch
1693828778227429624, 1693828778,227376406,,1693828780,0,UTC time from device converted to Epoch
1693828779229014023, 1693828779,228430026,,1693828781,0,UTC time from device converted to Epoch
1693828780228688810, 1693828780,228570063,,1693828782,0,UTC time from device converted to Epoch
1693828781227487615, 1693828781,227087242,,1693828783,0,UTC time from device converted to Epoch
1693828782227374943, 1693828782,227233158,,1693828784,0,UTC time from device converted to Epoch
1693828783227805708, 1693828783,227383836,,1693828785,0,UTC time from device converted to Epoch
1693828784226384532, 1693828784,225923994,,1693828786,0,UTC time from device converted to Epoch
1693828785236437033, 1693828785,236173037,,1693828787,0,UTC time from device converted to Epoch
1693828786233676386, 1693828786,233561596,,1693828788,0,UTC time from device converted to Epoch
1693828787233767910, 1693828787,233635960,,1693828789,0,UTC time from device converted to Epoch
1693828788235109287, 1693828788,234776598,,1693828790,0,UTC time from device converted to Epoch
1693828789233660519, 1693828789,233565611,,1693828791,0,UTC time from device converted to Epoch
1693828790235084773, 1693828790,234989696,,1693828792,0,UTC time from device converted to Epoch
1693828791235531260, 1693828791,235293172,,1693828793,0,UTC time from device converted to Epoch
1693828792232944553, 1693828792,232732409,,1693828794,0,UTC time from device converted to Epoch
1693828793231013320, 1693828793,230967012,,1693828795,0,UTC time from device converted to Epoch
1693828794233307899, 1693828794,233036837,,1693828796,0,UTC time from device converted to Epoch
1693828795234453223, 1693828795,233007628,,1693828797,0,UTC time from device converted to Epoch
1693828796229441847, 1693828796,229075997,,1693828798,0,UTC time from device converted to Epoch
